"Player","Pos","Age","Rk","G","MP","Team","GS","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Norman Powell","SG",29,"95","60","1567","LAC",8,340,710,0.479,114,287,0.397,226,423,0.534,0.559,225,277,0.812,24,151,175,109,50,18,101,125,1019,"6MOY-4","17.1",".612",".404",".390","1.7","10.7","6.3","11.0","1.6","1.0","10.8","26.0","2.1","1.4","3.5",".107","0.9","-0.7","0.3","0.9"
"Obi Toppin","PF",24,"230","67","1050","NYK",5,187,419,0.446,85,247,0.344,102,172,0.593,0.548,38,47,0.809,29,158,187,66,23,12,38,68,497,"","13.6",".565",".589",".112","3.0","16.6","9.8","9.2","1.1","1.1","8.0","19.5","1.1","1.0","2.1",".095","0.3","-0.8","-0.5","0.4"
"Ochai Agbaji","SG",22,"238","59","1209","UTA",22,165,386,0.427,81,228,0.355,84,158,0.532,0.532,56,69,0.812,43,78,121,67,16,15,41,99,467,"","9.5",".561",".591",".179","3.9","6.9","5.4","7.5","0.6","1.0","9.0","15.8","0.9","0.4","1.3",".053","-1.7","-1.4","-3.0","-0.3"
"OG Anunoby","SF",25,"78","67","2386","TOR",67,421,885,0.476,142,367,0.387,279,518,0.539,0.556,140,167,0.838,95,237,332,131,128,50,132,200,1124,"DPOY-7","14.6",".586",".415",".189","4.2","12.1","7.9","8.0","2.7","2.0","12.1","19.5","1.8","2.9","4.7",".094","-0.3","0.7","0.4","1.5"
"Olivier Sarr","C",23,"467","9","114","OKC",1,15,30,0.5,1,8,0.125,14,22,0.636,0.517,5,7,0.714,12,19,31,4,1,5,4,17,36,"","11.5",".544",".267",".233","11.1","18.2","14.6","4.6","0.4","4.1","10.8","13.6","0.1","0.1","0.2",".094","-4.2","-0.7","-4.9","-0.1"
"Omer Yurtseven","C",24,"463","9","83","MIA",0,16,27,0.593,3,7,0.429,13,20,0.65,0.648,5,6,0.833,8,15,23,2,2,2,4,16,40,"","16.7",".675",".259",".222","10.9","21.9","16.2","3.9","1.2","2.5","11.9","18.0","0.2","0.1","0.3",".159","-2.5","-1.5","-3.9","0.0"
"Onyeka Okongwu","C",22,"129","80","1849","ATL",18,317,497,0.638,4,13,0.308,313,484,0.647,0.642,153,196,0.781,217,359,576,81,56,107,81,251,791,"","19.4",".678",".026",".394","12.7","21.5","17.0","5.8","1.4","4.9","12.2","15.1","4.7","2.4","7.1",".185","0.0","0.8","0.8","1.3"
"Orlando Robinson","C",22,"406","31","425","MIA",1,47,89,0.528,0,6,0,47,83,0.566,0.528,22,31,0.71,48,78,126,25,12,12,16,53,116,"","13.4",".565",".067",".348","12.8","22.3","17.4","8.4","1.4","2.9","13.5","12.4","0.5","0.6","1.1",".129","-2.7","0.7","-2.1","0.0"
"Oshae Brissett","PF",24,"261","65","1083","IND",2,123,319,0.386,48,155,0.31,75,164,0.457,0.461,104,145,0.717,62,156,218,44,33,13,34,79,398,"","10.6",".520",".486",".455","6.4","16.0","11.2","5.4","1.4","1.0","8.2","16.1","0.4","0.7","1.1",".050","-2.0","-1.2","-3.2","-0.3"
"Otto Porter Jr.","SF",29,"455","8","146","TOR",2,15,30,0.5,6,17,0.353,9,13,0.692,0.6,8,8,1,6,13,19,8,11,0,4,7,44,"","14.0",".656",".567",".267","4.3","10.9","7.4","7.2","3.7","0.0","10.7","11.0","0.2","0.2","0.4",".142","-1.3","2.0","0.7","0.1"
"Ousmane Dieng","PF",19,"355","39","569","OKC",1,76,181,0.42,26,98,0.265,50,83,0.602,0.492,15,23,0.652,19,86,105,46,14,7,26,42,193,"","9.3",".505",".541",".127","3.5","16.5","9.9","10.7","1.2","1.1","12.0","15.9","-0.1","0.6","0.4",".038","-3.1","-0.5","-3.6","-0.2"
"P.J. Tucker","PF",37,"317","75","1920","PHI",75,96,225,0.427,55,140,0.393,41,85,0.482,0.549,19,23,0.826,95,200,295,60,39,15,44,180,266,"","5.7",".566",".622",".102","5.9","12.1","9.1","3.9","1.0","0.7","15.8","6.5","0.9","1.7","2.5",".064","-3.2","0.2","-3.0","-0.5"
"P.J. Washington","PF",24,"75","73","2380","CHO",73,434,978,0.444,149,428,0.348,285,550,0.518,0.52,127,174,0.73,73,285,358,175,66,79,110,193,1144,"","12.9",".542",".438",".178","3.2","13.0","8.0","11.0","1.3","2.9","9.4","20.6","0.4","2.2","2.6",".052","-1.0","-0.3","-1.3","0.4"
"Paolo Banchero","PF",20,"38","72","2430","ORL",72,479,1122,0.427,85,285,0.298,394,837,0.471,0.465,394,534,0.738,84,413,497,269,60,39,200,160,1437,"ROY-1","14.9",".529",".254",".476","3.9","19.3","11.6","17.2","1.2","1.5","12.8","27.5","-0.3","2.6","2.4",".047","-0.7","-0.7","-1.5","0.3"
"Pascal Siakam","PF",28,"15","71","2652","TOR",71,630,1313,0.48,93,287,0.324,537,1026,0.523,0.515,367,474,0.774,131,425,556,415,65,36,169,228,1720,"AS","20.3",".565",".219",".361","5.2","19.6","11.9","24.9","1.2","1.3","10.0","27.2","5.2","2.6","7.8",".141","3.3","-0.1","3.1","3.4"
"Pat Connaughton","SF",30,"239","61","1443","MIL",33,165,421,0.392,109,322,0.339,56,99,0.566,0.521,27,41,0.659,50,233,283,77,37,11,33,69,466,"","10.0",".531",".765",".097","3.8","16.2","10.2","6.9","1.2","0.6","7.0","13.8","0.7","1.8","2.5",".085","-1.3","0.3","-1.0","0.3"
"Patrick Baldwin Jr.","SF",20,"401","31","226","GSW",0,43,109,0.394,32,84,0.381,11,25,0.44,0.541,4,6,0.667,1,39,40,11,6,4,11,14,122,"","11.3",".546",".771",".055","0.5","18.6","9.7","6.9","1.3","1.6","9.0","22.8","-0.1","0.3","0.1",".029","-0.7","-1.4","-2.1","0.0"
"Patrick Beverley","PG",34,"256","22","605","CHI",22,47,119,0.395,25,81,0.309,22,38,0.579,0.5,8,15,0.533,20,87,107,76,23,16,18,63,127,"","10.1",".506",".681",".126","3.8","16.0","10.0","15.7","1.9","2.6","12.5","10.5","0.3","0.9","1.2",".096","-2.4","2.2","-0.2","0.3"
"Patrick Beverley","PG",34,"256","67","1816","2TM",67,144,360,0.4,80,239,0.335,64,121,0.529,0.511,47,65,0.723,44,203,247,194,63,41,60,187,415,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patrick Beverley","SG",34,"256","45","1211","LAL",45,97,241,0.402,55,158,0.348,42,83,0.506,0.517,39,50,0.78,24,116,140,118,40,25,42,124,288,"","8.3",".548",".656",".207","2.2","9.9","6.2","12.1","1.6","1.7","13.8","10.6","0.5","1.3","1.8",".071","-3.2","1.4","-1.8","0.1"
"Patrick Beverley","SG-PG",34,"39","67","1816","TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9",".534",".664",".181","2.7","12.0","7.5","13.3","1.7","2.0","13.4","10.6","0.8","2.1","3.0",".079","-2.9","1.7","-1.2","0.3"
"Patrick Williams","PF",21,"120","82","2323","CHI",65,314,677,0.464,115,277,0.415,199,400,0.498,0.549,90,105,0.857,78,249,327,100,72,70,101,147,833,"","11.2",".576",".409",".155","3.9","12.0","8.0","5.8","1.5","2.9","12.3","15.7","0.5","3.0","3.5",".072","-1.7","0.4","-1.3","0.4"
"Patty Mills","PG",34,"329","40","567","BRK",2,86,209,0.411,49,134,0.366,37,75,0.493,0.529,25,30,0.833,8,36,44,56,15,3,30,32,246,"","10.6",".554",".641",".144","1.6","7.0","4.4","13.9","1.3","0.5","11.9","19.7","0.0","0.4","0.4",".035","-1.4","-1.7","-3.1","-0.2"
"Paul George","SF",32,"47","56","1939","LAC",56,459,1004,0.457,158,426,0.371,301,578,0.521,0.536,256,294,0.871,45,297,342,288,83,20,176,159,1332,"AS","19.6",".588",".424",".293","2.6","17.0","9.9","24.2","2.1","0.9","13.4","29.5","2.3","2.3","4.6",".114","2.4","0.3","2.8","2.3"
"Paul Reed","C",23,"307","69","755","PHI",2,124,209,0.593,1,6,0.167,123,203,0.606,0.596,38,51,0.745,112,150,262,27,46,51,45,123,287,"","19.2",".620",".029",".244","17.8","23.1","20.5","5.3","3.0","6.3","16.3","16.4","1.2","1.6","2.8",".180","-1.6","1.5","-0.1","0.4"
"Payton Pritchard","PG",25,"313","48","643","BOS",3,101,245,0.412,56,154,0.364,45,91,0.495,0.527,12,16,0.75,25,63,88,64,14,1,40,37,270,"","10.3",".536",".629",".065","4.3","10.5","7.5","14.0","1.1","0.1","13.7","19.8","-0.1","0.7","0.6",".045","-2.1","-1.2","-3.4","-0.2"
"Peyton Watson","SG",20,"429","23","186","DEN",2,29,59,0.492,6,14,0.429,23,45,0.511,0.542,11,20,0.55,8,29,37,11,2,11,8,14,75,"","12.8",".553",".237",".339","5.1","17.4","11.4","7.9","0.5","5.2","10.6","17.7","0.1","0.2","0.3",".073","-2.7","-0.1","-2.8","0.0"
"PJ Dozier","SF",26,"485","16","79","SAC",0,10,33,0.303,2,16,0.125,8,17,0.471,0.333,0,0,NA,1,13,14,10,6,1,5,7,22,"","5.2",".333",".485",".000","1.5","18.7","10.1","16.3","3.6","1.1","13.2","20.6","-0.3","0.1","-0.2","-0.097","-8.6","0.7","-7.8","-0.1"
"Precious Achiuwa","C",23,"226","55","1140","TOR",12,196,404,0.485,29,108,0.269,167,296,0.564,0.521,87,124,0.702,100,228,328,50,31,30,59,102,508,"","15.2",".554",".267",".307","9.3","24.4","16.3","6.3","1.3","2.6","11.4","19.4","0.8","1.4","2.2",".093","-1.4","-0.8","-2.3","-0.1"
"Quentin Grimes","SG",22,"127","71","2121","NYK",66,282,602,0.468,157,407,0.386,125,195,0.641,0.599,78,98,0.796,49,180,229,150,47,26,69,177,799,"","11.7",".619",".676",".163","2.5","9.4","5.9","9.7","1.1","1.2","9.7","14.4","3.2","1.6","4.8",".108","-0.3","0.1","-0.1","1.0"
"Quenton Jackson","PG",24,"437","9","135","WAS",0,19,42,0.452,1,12,0.083,18,30,0.6,0.464,17,22,0.773,2,6,8,15,4,1,4,10,56,"","12.2",".542",".286",".524","1.7","4.8","3.3","15.1","1.4","0.6","7.2","17.9","0.1","0.1","0.2",".078","-3.7","-1.5","-5.1","-0.1"
"R.J. Hampton","SG",21,"296","21","389","DET",3,52,123,0.423,23,63,0.365,29,60,0.483,0.516,26,39,0.667,9,39,48,20,11,5,21,29,153,"","9.3",".546",".512",".317","2.5","11.5","6.8","7.5","1.4","1.1","13.0","17.6","-0.1","0.2","0.1",".010","-3.0","-1.4","-4.4","-0.2"
"R.J. Hampton","SG",21,"296","26","361","ORL",0,50,114,0.439,18,53,0.34,32,61,0.525,0.518,31,37,0.838,9,30,39,34,16,4,21,22,149,"","12.5",".572",".465",".325","2.8","9.4","6.1","13.4","2.1","1.1","13.9","18.0","0.2","0.4","0.6",".077","-1.5","0.3","-1.2","0.1"
"R.J. Hampton","SG",21,"296","47","750","TOT",3,102,237,0.43,41,116,0.353,61,121,0.504,0.517,57,76,0.75,18,69,87,54,27,9,42,51,302,"","10.8",".558",".489",".321","2.6","10.5","6.5","10.4","1.7","1.1","13.4","17.8","0.1","0.5","0.7",".042","-2.3","-0.6","-2.9","-0.2"
"RaiQuan Gray","PF",23,"500","1","35","BRK",0,6,12,0.5,2,5,0.4,4,7,0.571,0.583,2,2,1,3,6,9,7,0,1,4,5,16,"","15.5",".621",".417",".167","9.9","18.8","14.4","29.0","0.0","2.4","23.7","21.4","0.0","0.0","0.1",".106","-0.6","-1.4","-2.0","0.0"
"Raul Neto","PG",30,"379","48","505","CLE",1,57,110,0.518,12,42,0.286,45,68,0.662,0.573,31,34,0.912,10,36,46,79,17,4,24,49,157,"","12.6",".628",".382",".309","2.3","8.4","5.4","21.0","1.7","0.7","16.1","13.2","0.8","0.6","1.5",".142","-1.7","1.5","-0.2","0.2"
"Reggie Bullock","SF",31,"207","78","2364","DAL",55,192,470,0.409,151,397,0.38,41,73,0.562,0.569,26,37,0.703,32,251,283,108,54,13,36,166,561,"","7.7",".577",".845",".079","1.6","12.5","7.0","6.2","1.1","0.5","6.9","10.0","1.3","1.4","2.8",".056","-2.3","-0.3","-2.6","-0.4"
"Reggie Jackson","PG",32,"160","16","319","DEN",2,49,128,0.383,19,68,0.279,30,60,0.5,0.457,10,12,0.833,3,25,28,50,9,1,19,22,127,"","9.0",".476",".531",".094","1.1","8.8","5.0","20.9","1.4","0.3","12.5","20.8","-0.2","0.2","0.1",".008","-3.8","-1.3","-5.1","-0.3"
"Reggie Jackson","PG",32,"160","52","1338","LAC",38,214,512,0.418,77,220,0.35,137,292,0.469,0.493,61,66,0.924,22,94,116,183,38,5,96,92,566,"","10.3",".523",".430",".129","1.9","7.8","4.9","19.8","1.4","0.3","15.1","20.8","-0.4","1.0","0.6",".020","-2.6","-1.0","-3.7","-0.6"
"Reggie Jackson","PG",32,"160","68","1657","TOT",40,263,640,0.411,96,288,0.333,167,352,0.474,0.486,71,78,0.91,25,119,144,233,47,6,115,114,693,"","10.0",".514",".450",".122","1.7","8.0","4.9","20.0","1.4","0.3","14.6","20.8","-0.6","1.2","0.6",".018","-2.9","-1.1","-3.9","-0.8"
"Richaun Holmes","C",29,"396","42","348","SAC",1,55,89,0.618,5,8,0.625,50,81,0.617,0.646,15,19,0.789,29,51,80,9,3,11,14,50,130,"","12.9",".668",".090",".213","9.6","16.6","13.1","3.5","0.4","2.8","12.6","13.7","0.6","0.3","0.8",".113","-2.0","-0.9","-2.9","-0.1"
"Ricky Rubio","PG",32,"369","33","566","CLE",2,61,178,0.343,21,82,0.256,40,96,0.417,0.402,28,35,0.8,9,61,70,115,26,6,31,51,171,"","10.4",".442",".461",".197","1.9","12.7","7.3","27.1","2.3","1.0","13.8","17.7","-0.2","0.9","0.7",".062","-3.8","1.1","-2.8","-0.1"
"RJ Barrett","SG",22,"39","73","2475","NYK",73,510,1176,0.434,121,390,0.31,389,786,0.495,0.485,290,392,0.74,60,308,368,201,31,15,164,179,1431,"","12.9",".531",".332",".333","2.7","13.7","8.2","12.4","0.6","0.6","10.8","26.2","0.5","1.8","2.2",".043","-1.2","-1.9","-3.1","-0.7"
"Robert Covington","PF",32,"305","48","779","LAC",0,102,229,0.445,54,136,0.397,48,93,0.516,0.563,30,40,0.75,31,135,166,57,38,33,32,86,288,"","14.2",".584",".594",".175","4.5","19.2","11.9","10.2","2.4","3.7","11.5","15.6","0.7","1.2","1.9",".117","-0.5","2.1","1.7","0.7"
"Robert Williams","C",25,"309","35","824","BOS",20,127,170,0.747,0,1,0,127,169,0.751,0.747,25,41,0.61,104,188,292,50,22,48,34,68,279,"","19.8",".742",".006",".241","14.0","24.5","19.3","8.5","1.3","5.0","15.3","11.8","2.3","1.6","3.8",".224","1.0","2.4","3.3","1.1"
"Robin Lopez","C",34,"409","37","299","CLE",2,48,75,0.64,2,4,0.5,46,71,0.648,0.653,14,18,0.778,23,28,51,19,2,8,25,43,112,"","11.6",".675",".053",".240","9.1","11.0","10.0","9.1","0.3","2.5","23.2","16.1","0.2","0.3","0.6",".094","-3.4","0.3","-3.0","-0.1"
"Rodney McGruder","SG",31,"361","32","524","DET",12,62,152,0.408,41,97,0.423,21,55,0.382,0.543,18,22,0.818,20,54,74,28,16,1,11,39,183,"","10.7",".566",".638",".145","4.1","11.8","7.8","7.6","1.5","0.2","6.4","14.0","0.5","0.2","0.7",".068","-0.8","-0.7","-1.5","0.1"
"Romeo Langford","SG",23,"298","43","844","SAS",21,121,259,0.467,16,61,0.262,105,198,0.53,0.498,39,56,0.696,57,57,114,50,24,13,30,67,297,"","10.4",".524",".236",".216","7.1","7.7","7.4","7.9","1.3","1.3","9.6","15.4","0.3","0.2","0.5",".029","-2.6","-1.5","-4.2","-0.5"
"Ron Harper Jr.","PF",22,"489","9","48","TOR",0,8,16,0.5,3,9,0.333,5,7,0.714,0.594,1,1,1,3,4,7,4,0,1,0,3,20,"","15.7",".608",".563",".063","6.6","10.2","8.3","11.9","0.0","2.0","0.0","14.6","0.1","0.0","0.2",".158","2.4","-1.2","1.2","0.0"
"Royce O'Neale","SF",29,"168","76","2409","BRK",53,229,593,0.386,163,419,0.389,66,174,0.379,0.524,50,69,0.725,55,329,384,283,65,49,114,239,671,"","9.2",".538",".707",".116","2.6","15.0","9.0","15.3","1.3","1.7","15.5","13.6","0.4","2.5","2.9",".057","-1.7","0.6","-1.1","0.5"
"Rudy Gay","PF",36,"300","56","816","UTA",0,109,287,0.38,33,130,0.254,76,157,0.484,0.437,42,49,0.857,33,130,163,57,19,18,37,68,293,"","9.0",".475",".453",".171","4.4","17.0","10.8","9.4","1.1","1.9","10.7","17.7","-0.4","0.7","0.3",".018","-3.6","-0.4","-4.0","-0.4"
"Rudy Gobert","C",30,"106","70","2148","MIN",70,360,546,0.659,0,3,0,360,543,0.663,0.659,219,340,0.644,231,583,814,87,56,95,122,210,939,"","18.9",".675",".005",".623","12.2","29.8","21.2","5.6","1.2","3.9","14.9","16.3","4.3","3.5","7.8",".174","0.0","0.7","0.7","1.4"
"Rui Hachimura","PF",24,"150","30","728","WAS",0,158,324,0.488,30,89,0.337,128,235,0.545,0.534,44,58,0.759,19,109,128,35,11,12,36,39,390,"","13.6",".558",".275",".179","3.0","16.0","9.8","7.3","0.7","1.4","9.3","23.0","0.0","0.5","0.6",".038","-1.2","-1.4","-2.6","-0.1"
"Rui Hachimura","PF",24,"150","33","738","LAL",9,126,260,0.485,21,71,0.296,105,189,0.556,0.525,44,61,0.721,34,121,155,23,8,14,17,33,317,"","12.7",".553",".273",".235","5.1","17.0","11.2","4.4","0.5","1.6","5.6","17.4","0.5","0.7","1.2",".081","-1.4","-0.5","-1.9","0.0"
"Rui Hachimura","PF",24,"150","63","1466","TOT",9,284,584,0.486,51,160,0.319,233,424,0.55,0.53,88,119,0.739,53,230,283,58,19,26,53,72,707,"","13.2",".556",".274",".204","4.1","16.5","10.5","5.8","0.6","1.5","7.7","20.2","0.6","1.3","1.8",".060","-1.3","-1.0","-2.2","-0.1"
"Russell Westbrook","PG",34,"72","21","635","LAC",21,128,262,0.489,26,73,0.356,102,189,0.54,0.538,50,76,0.658,30,72,102,160,23,10,71,41,332,"","17.8",".562",".279",".290","5.4","12.6","9.0","38.9","1.8","1.4","19.4","25.2","0.6","0.7","1.2",".092","1.6","-0.8","0.8","0.5"
"Russell Westbrook","PG",34,"72","52","1491","LAL",3,304,729,0.417,63,213,0.296,241,516,0.467,0.46,156,238,0.655,59,262,321,391,53,23,184,121,827,"","15.3",".496",".292",".326","4.4","18.2","11.5","38.5","1.7","1.3","18.1","28.8","-1.2","1.9","0.7",".023","-0.2","0.1","-0.1","0.7"
"Russell Westbrook","PG",34,"72","73","2126","TOT",24,432,991,0.436,89,286,0.311,343,705,0.487,0.481,206,314,0.656,89,334,423,551,76,33,255,162,1159,"6MOY-9","16.1",".513",".289",".317","4.7","16.5","10.8","38.6","1.7","1.3","18.4","27.7","-0.6","2.6","1.9",".044","0.3","-0.1","0.2","1.2"
"Ryan Arcidiacono","PG",28,"476","11","26","NYK",0,1,5,0.2,1,3,0.333,0,2,0,0.3,0,0,NA,0,4,4,2,2,0,1,3,3,"","3.1",".300",".600",".000","0.0","17.0","8.4","9.3","3.8","0.0","16.7","9.9","0.0","0.0","0.0","-0.012","-8.9","3.8","-5.1","0.0"
"Ryan Arcidiacono","PG",28,"476","20","172","TOT",4,9,37,0.243,8,23,0.348,1,14,0.071,0.351,0,0,NA,0,15,15,23,5,0,7,17,26,"","2.7",".351",".622",".000","0.0","10.0","5.0","16.9","1.4","0.0","15.9","11.1","-0.2","0.1","-0.2","-0.043","-7.3","-1.5","-8.8","-0.3"
"Ryan Arcidiacono","PG",28,"476","9","146","POR",4,8,32,0.25,7,20,0.35,1,12,0.083,0.359,0,0,NA,0,11,11,21,3,0,6,14,23,"","2.6",".359",".625",".000","0.0","8.7","4.3","18.3","1.0","0.0","15.8","11.3","-0.2","0.0","-0.1","-0.049","-7.0","-2.4","-9.4","-0.3"
"Ryan Rollins","PG",20,"483","12","62","GSW",0,7,20,0.35,3,9,0.333,4,11,0.364,0.425,6,6,1,3,9,12,6,1,1,16,10,23,"","-1.4",".508",".450",".300","5.4","15.7","10.6","12.4","0.8","1.4","41.4","26.1","-0.3","0.1","-0.3","-0.218","-11.3","-3.7","-15.0","-0.2"
"Saben Lee","PG",23,"386","2","10","PHI",0,3,4,0.75,0,1,0,3,3,1,0.75,0,0,NA,0,0,0,2,1,0,3,1,6,"","12.8",".750",".250",".000","0.0","0.0","0.0","36.9","5.0","0.0","42.9","31.3","0.0","0.0","0.0","-0.096","-3.7","-0.6","-4.3","0.0"
"Saben Lee","PG",23,"386","23","363","PHO",1,46,117,0.393,11,29,0.379,35,88,0.398,0.44,42,57,0.737,13,32,45,65,18,1,21,31,145,"","13.1",".510",".248",".487","3.9","10.0","6.9","24.0","2.4","0.2","12.9","19.1","0.3","0.4","0.7",".093","-2.7","0.9","-1.8","0.0"
"Saben Lee","PG",23,"386","25","373","TOT",1,49,121,0.405,11,30,0.367,38,91,0.418,0.45,42,57,0.737,13,32,45,67,19,1,24,32,151,"","13.1",".517",".248",".471","3.8","9.7","6.7","24.3","2.5","0.2","14.1","19.5","0.2","0.4","0.7",".088","-2.7","0.9","-1.8","0.0"
"Saddiq Bey","SF",23,"87","25","629","ATL",7,108,230,0.47,50,125,0.4,58,105,0.552,0.578,25,29,0.862,39,81,120,34,20,1,17,37,291,"","15.2",".599",".543",".126","6.7","14.3","10.4","7.2","1.5","0.1","6.5","17.4","1.1","0.5","1.6",".119","1.7","-1.2","0.5","0.4"
"Saddiq Bey","SF",23,"87","52","1500","DET",30,245,606,0.404,101,293,0.345,144,313,0.46,0.488,180,209,0.861,59,183,242,84,50,12,54,86,771,"","14.3",".552",".483",".345","4.2","13.9","8.9","8.5","1.6","0.7","7.2","21.3","1.5","0.8","2.3",".074","0.5","-1.1","-0.7","0.5"
"Saddiq Bey","SF",23,"87","77","2129","TOT",37,353,836,0.422,151,418,0.361,202,418,0.483,0.513,205,238,0.861,98,264,362,118,70,13,71,123,1062,"","14.6",".564",".500",".285","5.0","14.0","9.4","8.1","1.6","0.5","7.0","20.2","2.6","1.2","3.9",".087","0.9","-1.2","-0.3","0.9"
"Sam Hauser","SF",25,"224","80","1290","BOS",8,180,396,0.455,140,335,0.418,40,61,0.656,0.631,12,17,0.706,35,169,204,71,29,21,30,99,512,"","12.7",".634",".846",".043","3.0","14.1","8.6","7.6","1.1","1.4","6.9","14.7","1.8","1.6","3.4",".128","0.6","0.4","1.0","1.0"
"Sam Merrill","SG",26,"478","5","59","CLE",0,9,22,0.409,5,18,0.278,4,4,1,0.523,2,2,1,0,9,9,5,4,0,0,3,25,"","15.5",".546",".818",".091","0.0","18.0","9.0","12.0","3.4","0.0","0.0","17.3","0.1","0.1","0.2",".160","-1.2","2.5","1.2","0.0"
"Sandro Mamukelashvili","C",23,"319","19","443","SAS",7,78,172,0.453,23,67,0.343,55,105,0.524,0.52,27,39,0.692,52,77,129,46,10,7,26,33,206,"","15.9",".545",".390",".227","12.3","19.7","15.9","14.6","1.1","1.3","12.1","20.1","0.4","0.2","0.6",".070","0.3","-2.1","-1.8","0.0"
"Sandro Mamukelashvili","C",23,"319","24","217","MIL",0,19,58,0.328,7,32,0.219,12,26,0.462,0.388,12,18,0.667,18,38,56,16,4,5,9,19,57,"","8.5",".432",".552",".310","9.0","17.6","13.4","9.3","0.9","1.9","12.0","14.5","-0.1","0.3","0.2",".049","-4.0","0.4","-3.6","-0.1"
"Sandro Mamukelashvili","C",23,"319","43","660","TOT",7,97,230,0.422,30,99,0.303,67,131,0.511,0.487,39,57,0.684,70,115,185,62,14,12,35,52,263,"","13.4",".516",".430",".248","11.2","19.0","15.1","12.8","1.0","1.5","12.1","18.2","0.4","0.5","0.9",".063","-1.1","-1.3","-2.4","-0.1"
"Santi Aldama","PF",22,"158","77","1682","MEM",20,247,525,0.47,94,266,0.353,153,259,0.591,0.56,108,144,0.75,85,286,371,97,45,48,60,143,696,"","13.9",".591",".507",".274","5.4","18.0","11.7","7.6","1.3","2.6","9.3","16.0","2.1","2.4","4.6",".130","-0.3","0.8","0.5","1.1"
"Scottie Barnes","SF",21,"68","77","2678","TOR",76,463,1016,0.456,63,224,0.281,400,792,0.505,0.487,190,246,0.772,179,333,512,371,83,61,154,170,1179,"","15.5",".524",".220",".242","7.1","15.2","10.8","20.0","1.5","2.2","12.0","20.3","2.3","2.7","5.0",".090","0.5","-0.1","0.4","1.6"
"Scotty Pippen Jr.","PG",22,"503","6","32","LAL",0,4,12,0.333,1,3,0.333,3,9,0.333,0.375,5,9,0.556,2,2,4,2,2,1,2,3,14,"","9.6",".439",".250",".750","6.9","6.5","6.7","8.2","3.0","2.6","11.1","23.7","-0.1","0.0","0.0","-0.017","-5.1","-0.8","-5.9","0.0"
"Serge Ibaka","C",33,"432","16","185","MIL",0,26,54,0.481,6,18,0.333,20,36,0.556,0.537,8,13,0.615,15,29,44,4,2,7,11,23,66,"","9.8",".553",".333",".241","8.8","15.7","12.4","2.9","0.5","3.1","15.6","16.1","0.0","0.2","0.2",".058","-4.6","0.0","-4.5","-0.1"
"Seth Curry","SG",32,"208","61","1211","BRK",7,208,449,0.463,94,232,0.405,114,217,0.525,0.568,51,55,0.927,13,87,100,99,36,7,51,96,561,"","12.3",".593",".517",".122","1.2","7.9","4.6","11.9","1.5","0.5","9.7","19.2","0.9","0.9","1.8",".070","-1.2","-0.9","-2.1","0.0"
"Shaedon Sharpe","SG",19,"130","80","1779","POR",15,306,648,0.472,102,283,0.36,204,365,0.559,0.551,75,105,0.714,63,173,236,94,38,24,83,136,789,"","11.5",".568",".437",".162","4.0","11.3","7.6","7.9","1.0","1.2","10.7","19.0","0.6","0.6","1.2",".032","-1.3","-2.0","-3.3","-0.6"
"Shai Gilgeous-Alexander","PG",24,"4","68","2416","OKC",68,704,1381,0.51,58,168,0.345,646,1213,0.533,0.531,669,739,0.905,59,270,329,371,112,65,192,192,2135,"MVP-5,CPOY-7,AS,NBA1","27.2",".626",".122",".535","2.6","12.2","7.3","25.7","2.2","2.5","10.1","32.8","8.4","3.0","11.4",".226","5.7","1.5","7.3","5.6"
"Shake Milton","SG",26,"186","76","1567","PHI",11,241,503,0.479,56,148,0.378,185,355,0.521,0.535,99,116,0.853,39,152,191,240,25,13,94,123,637,"","12.7",".575",".294",".231","3.0","11.3","7.2","22.3","0.8","0.8","14.5","18.5","1.6","1.2","2.9",".087","-1.0","-0.9","-2.0","0.0"
"Shaquille Harrison","SG",29,"454","5","120","POR",0,15,36,0.417,3,10,0.3,12,26,0.462,0.458,11,15,0.733,1,21,22,30,11,2,6,12,44,"","17.9",".516",".278",".417","1.0","20.3","10.5","34.9","4.5","1.5","12.3","17.6","0.2","0.2","0.3",".137","-2.5","2.6","0.1","0.1"
"Simone Fontecchio","SF",27,"285","52","766","UTA",6,115,312,0.369,63,191,0.33,52,121,0.43,0.47,35,44,0.795,31,55,86,42,15,8,39,62,328,"","8.0",".495",".612",".141","4.4","7.7","6.1","7.5","0.9","0.9","10.5","20.2","-0.4","0.3","-0.1","-0.004","-3.0","-2.1","-5.2","-0.6"
