"Player","Pos","Age","Rk","G","MP","Team","GS","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Landry Fields","SF",24,"297","51","1037","TOR",22,102,223,0.457,2,14,0.143,100,209,0.478,0.462,34,53,0.642,59,149,208,60,32,8,42,63,240,"","10.3",".487",".063",".238","6.7","17.4","11.9","8.9","1.6","0.6","14.6","12.9","0.3","0.8","1.1",".052","-1.8","0.0","-1.8","0.1"
"Larry Sanders","C",24,"147","71","1937","MIL",55,306,605,0.506,0,2,0,306,603,0.507,0.506,84,136,0.618,224,448,672,83,53,201,87,233,696,"DPOY-7","18.7",".523",".003",".225","12.0","25.8","18.6","6.8","1.4","7.6","11.6","16.9","2.3","3.7","6.0",".149","-1.1","2.0","1.0","1.5"
"Lavoy Allen","C",23,"216","79","1669","PHI",37,206,454,0.454,0,1,0,206,453,0.455,0.454,43,60,0.717,159,236,395,73,24,55,55,180,455,"","11.5",".474",".002",".132","10.5","16.5","13.4","6.7","0.8","2.6","10.3","14.8","0.9","1.6","2.5",".072","-3.0","-0.3","-3.3","-0.6"
"Lazar Hayward","SF",26,"444","4","31","MIN",0,2,10,0.2,0,4,0,2,6,0.333,0.2,6,6,1,0,4,4,3,2,0,0,3,10,"","11.2",".396",".400",".600","0.0","15.2","7.4","14.2","3.3","0.0","0.0","18.3","0.0","0.0","0.1",".087","-3.7","1.8","-1.9","0.0"
"League Average","",NA,NA,NA,NA,"",NA,NA,NA,0.453,NA,NA,0.359,NA,NA,0.483,0.496,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leandro Barbosa","PG",30,"306","41","513","BOS",2,83,193,0.43,18,47,0.383,65,146,0.445,0.477,31,41,0.756,8,38,46,58,17,6,21,51,215,"","13.5",".509",".244",".212","1.9","8.5","5.3","19.0","1.7","0.9","9.1","21.4","0.4","0.5","0.9",".086","-1.0","0.3","-0.7","0.2"
"LeBron James","PF",28,"3","76","2877","MIA",76,765,1354,0.565,103,254,0.406,662,1100,0.602,0.603,403,535,0.753,97,513,610,551,129,67,226,110,2036,"MVP-1,DPOY-2,AS,NBA1","31.6",".640",".188",".395","4.4","20.8","13.1","36.4","2.4","1.9","12.4","30.2","14.6","4.7","19.3",".322","9.3","2.4","11.7","9.9"
"Linas Kleiza","SF",28,"345","20","376","TOR",3,48,144,0.333,20,66,0.303,28,78,0.359,0.403,32,38,0.842,10,42,52,16,4,2,14,45,148,"","8.2",".460",".458",".264","3.1","13.5","8.2","6.9","0.6","0.4","8.0","21.6","-0.1","0.2","0.1",".013","-3.0","-2.4","-5.4","-0.3"
"Lou Amundson","PF",30,"395","1","2","CHI",0,0,1,0,0,0,NA,0,1,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,"","0.0",".000",".000",".000","56.7","0.0","28.7","0.0","0.0","0.0","0.0","23.0","0.0","0.0","0.0","-0.274","-4.7","-18.2","-22.8","0.0"
"Lou Amundson","PF",30,"395","18","209","NOH",0,18,42,0.429,0,0,NA,18,42,0.429,0.429,8,16,0.5,24,34,58,8,9,6,8,27,44,"","11.7",".449",".000",".381","13.4","19.7","16.5","5.8","2.3","2.4","14.0","12.7","0.1","0.2","0.3",".065","-2.1","1.0","-1.1","0.0"
"Lou Amundson","PF",30,"395","20","161","MIN",0,14,38,0.368,0,0,NA,14,38,0.368,0.368,4,20,0.2,23,24,47,3,7,6,11,26,32,"","6.3",".342",".000",".526","15.9","17.6","16.7","2.8","2.2","2.9","19.0","16.1","-0.4","0.2","-0.1","-0.038","-6.9","-1.0","-7.9","-0.2"
"Lou Williams","SG",26,"189","39","1119","ATL",9,187,443,0.422,72,196,0.367,115,247,0.466,0.503,105,121,0.868,8,72,80,139,44,10,74,55,551,"","15.9",".555",".442",".273","0.8","7.3","4.1","20.4","2.0","0.7","13.0","23.6","1.4","1.0","2.4",".103","1.3","-0.3","1.0","0.9"
"Luc Mbah a Moute","SF",26,"239","58","1326","MIL",45,151,377,0.401,13,37,0.351,138,340,0.406,0.418,72,126,0.571,89,167,256,55,42,14,70,82,387,"","9.1",".447",".098",".334","7.0","14.0","10.4","6.1","1.6","0.8","13.9","16.5","-0.8","1.2","0.5",".017","-3.5","-0.6","-4.1","-0.7"
"Luis Scola","PF",32,"65","82","2184","PHO",67,432,915,0.472,3,16,0.188,429,899,0.477,0.474,181,230,0.787,158,383,541,182,67,35,126,257,1048,"","16.7",".516",".017",".251","8.1","20.4","14.1","14.5","1.6","1.2","11.0","23.3","2.4","1.9","4.4",".096","-0.3","-0.2","-0.5","0.8"
"Luke Babbitt","PF",23,"296","62","730","POR",0,86,234,0.368,62,178,0.348,24,56,0.429,0.5,10,13,0.769,15,122,137,29,14,5,22,82,244,"6MOY-14","9.4",".509",".761",".056","2.4","19.7","10.9","6.2","1.0","0.5","8.4","16.4","0.3","0.4","0.7",".047","-1.7","-0.7","-2.4","-0.1"
"Luke Ridnour","SG",31,"83","82","2474","MIN",82,367,811,0.453,66,212,0.311,301,599,0.503,0.493,139,164,0.848,41,165,206,311,82,15,130,187,939,"","13.0",".532",".261",".202","1.8","7.9","4.8","21.0","1.7","0.5","12.8","18.3","2.6","1.8","4.3",".084","-1.0","0.2","-0.8","0.8"
"Luke Walton","PF",32,"335","50","857","CLE",0,71,181,0.392,20,67,0.299,51,114,0.447,0.448,10,20,0.5,38,107,145,166,42,13,60,98,172,"","11.3",".453",".370",".110","4.9","15.2","9.8","28.7","2.5","1.2","24.0","13.0","0.1","0.7","0.8",".045","-1.9","0.9","-1.0","0.2"
"Luke Zeller","C",25,"432","16","58","PHO",0,9,26,0.346,1,5,0.2,8,21,0.381,0.365,0,0,NA,1,9,10,3,0,0,0,5,19,"","5.6",".365",".192",".000","1.9","18.0","9.8","8.4","0.0","0.0","0.0","19.9","-0.1","0.0","-0.1","-0.047","-4.1","-3.0","-7.2","-0.1"
"Luol Deng","SF",27,"38","75","2903","CHI",75,466,1093,0.426,75,233,0.322,391,860,0.455,0.461,230,282,0.816,162,314,476,222,81,32,144,105,1237,"DPOY-15,AS","15.1",".508",".213",".258","6.3","12.6","9.4","13.2","1.5","0.8","10.6","21.5","3.0","3.3","6.3",".105","1.0","-0.3","0.8","2.0"
"Maalik Wayns","PG",21,"394","21","165","PHI",1,19,72,0.264,5,25,0.2,14,47,0.298,0.299,13,15,0.867,1,4,5,20,3,0,13,18,56,"","1.8",".356",".347",".208","0.7","2.8","1.7","18.4","1.0","0.0","14.2","25.6","-0.6","0.1","-0.5","-0.147","-8.2","-4.1","-12.4","-0.4"
"Maalik Wayns","PG",21,"394","6","37","LAC",0,7,16,0.438,2,6,0.333,5,10,0.5,0.5,4,4,1,0,2,2,7,3,0,2,8,20,"","19.5",".563",".375",".250","0.0","6.3","3.2","30.9","4.3","0.0","10.1","24.4","0.1","0.1","0.2",".227","-1.4","2.2","0.9","0.0"
"Malcolm Lee","SG",22,"392","16","289","MIN",12,29,76,0.382,8,24,0.333,21,52,0.404,0.434,12,20,0.6,15,24,39,20,12,6,10,30,78,"","9.8",".460",".316",".263","5.8","9.8","7.7","10.7","2.1","1.6","10.5","14.7","0.1","0.3","0.4",".059","-2.4","1.1","-1.3","0.0"
"Malcolm Thomas","PF",24,"437","5","21","GSW",0,0,1,0,0,0,NA,0,1,0,0,3,4,0.75,0,5,5,2,0,1,1,1,3,"","8.8",".543",".000","4.000","0.0","25.4","13.1","12.1","0.0","3.7","26.6","8.0","0.0","0.0","0.0",".077","-2.2","2.6","0.4","0.0"
"Malcolm Thomas","PF",24,"437","7","36","CHI",0,5,9,0.556,0,0,NA,5,9,0.556,0.556,2,4,0.5,5,6,11,2,2,1,2,7,12,"","16.7",".558",".000",".444","15.8","19.4","17.5","9.3","3.0","2.1","15.7","16.3","0.1","0.1","0.1",".166","-1.7","2.0","0.2","0.0"
"Manu Ginóbili","SG",35,"143","60","1393","SAS",0,229,539,0.425,83,235,0.353,146,304,0.48,0.502,164,206,0.796,30,171,201,274,80,13,132,114,705,"6MOY-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marc Gasol","C",28,"51","80","2796","MEM",80,429,869,0.494,1,14,0.071,428,855,0.501,0.494,268,316,0.848,184,438,622,318,80,139,157,255,1127,"MVP-12,DPOY-1,NBA2","19.5",".559",".016",".364","7.6","18.9","13.1","19.1","1.6","4.1","13.5","19.2","6.1","5.4","11.5",".197","2.1","3.1","5.2","5.1"
"Marcin Gortat","C",28,"155","61","1876","PHO",61,295,566,0.521,0,3,0,295,563,0.524,0.521,90,138,0.652,128,388,516,75,40,98,99,127,680,"","15.4",".543",".005",".244","7.6","24.0","15.6","6.5","1.1","3.9","13.6","17.2","1.3","2.1","3.4",".086","-0.8","0.3","-0.5","0.7"
"Marco Belinelli","SG",26,"145","73","1882","CHI",27,241,610,0.395,79,221,0.357,162,389,0.416,0.46,141,168,0.839,13,127,140,148,44,6,82,140,702,"","10.4",".513",".362",".275","0.8","7.8","4.3","12.9","1.3","0.2","10.7","18.7","1.3","1.6","3.0",".076","-1.9","-0.4","-2.3","-0.1"
"Marcus Camby","PF",38,"413","24","250","NYK",4,17,53,0.321,0,0,NA,17,53,0.321,0.321,8,19,0.421,24,56,80,14,7,14,15,28,42,"","8.6",".342",".000",".358","10.9","27.1","18.7","8.1","1.5","4.8","19.6","14.3","-0.4","0.4","0.0",".007","-4.8","1.2","-3.6","-0.1"
"Marcus Morris","PF",23,"178","54","1154","HOU",17,171,400,0.428,74,194,0.381,97,206,0.471,0.52,49,75,0.653,63,156,219,47,27,16,53,120,465,"","12.1",".537",".485",".188","6.3","15.2","10.8","6.3","1.2","1.1","10.9","18.4","1.1","0.9","2.0",".084","-0.3","-0.8","-1.2","0.2"
"Marcus Morris","PF",23,"178","77","1524","2TM",23,222,526,0.422,86,233,0.369,136,293,0.464,0.504,66,117,0.564,80,197,277,62,45,20,77,160,596,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marcus Morris","SF",23,"178","23","370","PHO",6,51,126,0.405,12,39,0.308,39,87,0.448,0.452,17,42,0.405,17,41,58,15,18,4,24,40,131,"","8.6",".453",".310",".333","5.1","12.9","8.9","6.4","2.5","0.8","14.2","20.2","-0.5","0.3","-0.2","-0.022","-3.9","-0.5","-4.4","-0.2"
"Marcus Thornton","SG",25,"90","72","1726","SAC",8,332,774,0.429,141,379,0.372,191,395,0.484,0.52,111,126,0.881,50,131,181,91,61,4,68,105,916,"","16.3",".552",".490",".163","3.2","9.0","6.0","9.0","1.8","0.2","7.6","23.1","3.1","0.1","3.2",".089","2.3","-2.0","0.3","1.0"
"Mario Chalmers","PG",26,"159","77","2068","MIA",77,227,529,0.429,123,301,0.409,104,228,0.456,0.545,89,112,0.795,19,152,171,273,118,12,119,196,666,"","13.3",".576",".569",".212","1.2","8.6","5.1","19.4","3.0","0.5","17.1","16.1","2.6","2.5","5.2",".120","-0.5","0.9","0.4","1.3"
"Markieff Morris","PF",23,"158","82","1837","PHO",32,266,653,0.407,45,134,0.336,221,519,0.426,0.442,93,127,0.732,131,265,396,108,77,64,104,209,670,"","12.6",".473",".205",".194","7.9","16.7","12.3","9.4","2.2","2.6","12.8","19.7","-0.2","1.9","1.7",".044","-2.2","0.2","-1.9","0.0"
"Marquis Daniels","SF",32,"265","59","1085","MIL",33,132,351,0.376,20,72,0.278,112,279,0.401,0.405,40,54,0.741,48,102,150,65,51,10,45,77,324,"","9.2",".432",".205",".154","4.6","10.5","7.4","9.0","2.4","0.7","10.7","16.9","-0.6","1.1","0.5",".023","-3.5","0.6","-2.9","-0.2"
"Marquis Teague","PG",19,"380","48","392","CHI",0,43,113,0.381,4,23,0.174,39,90,0.433,0.398,9,16,0.563,3,41,44,63,9,7,35,47,99,"","6.0",".412",".204",".142","0.9","12.1","6.4","25.6","1.2","1.3","22.6","18.2","-0.7","0.4","-0.3","-0.031","-5.5","0.0","-5.6","-0.4"
"Marreese Speights","C",25,"161","39","721","CLE",1,154,337,0.457,1,5,0.2,153,332,0.461,0.458,87,108,0.806,70,127,197,29,14,26,45,89,396,"","18.2",".515",".015",".320","10.7","21.4","15.8","7.4","1.0","2.9","10.5","26.6","0.9","0.6","1.4",".094","-0.7","-2.3","-3.1","-0.2"
"Marreese Speights","C",25,"161","40","579","MEM",2,106,247,0.429,2,5,0.4,104,242,0.43,0.433,48,67,0.716,76,113,189,18,10,27,35,86,262,"","16.1",".474",".020",".271","15.2","23.5","19.3","5.5","0.9","3.8","11.2","24.8","0.3","1.1","1.4",".116","-2.0","-0.3","-2.4","0.0"
"MarShon Brooks","SG",24,"235","73","912","BRK",2,155,335,0.463,15,55,0.273,140,280,0.5,0.485,69,94,0.734,32,72,104,76,34,16,69,93,394,"","13.5",".523",".164",".281","4.1","9.4","6.7","14.6","2.0","1.3","15.5","22.5","0.5","0.8","1.3",".068","-1.6","-0.1","-1.7","0.1"
"Martell Webster","SF",26,"99","76","2200","WAS",62,281,636,0.442,139,329,0.422,142,307,0.463,0.551,168,198,0.848,53,241,294,143,49,17,90,166,869,"","13.9",".601",".517",".311","2.7","12.2","7.4","10.7","1.2","0.6","11.1","16.9","3.9","2.4","6.3",".138","0.5","0.3","0.8","1.6"
"Marvin Williams","SF",26,"197","73","1727","UTA",51,199,470,0.423,54,166,0.325,145,304,0.477,0.481,77,99,0.778,55,208,263,77,37,38,60,98,529,"","10.9",".515",".353",".211","3.7","14.3","8.9","6.9","1.1","1.7","10.5","15.1","1.1","1.1","2.3",".063","-0.8","-0.4","-1.2","0.4"
"Matt Barnes","SF",32,"112","80","2058","LAC",4,312,675,0.462,111,325,0.342,201,350,0.574,0.544,87,117,0.744,111,255,366,123,82,63,90,233,822,"","15.5",".566",".481",".173","6.5","14.5","10.6","9.2","2.1","2.6","11.0","18.1","3.5","2.8","6.3",".146","1.1","0.7","1.8","2.0"
"Matt Bonner","PF",32,"277","68","909","SAS",4,112,230,0.487,53,120,0.442,59,110,0.536,0.602,11,15,0.733,25,104,129,36,17,19,16,86,288,"","11.8",".609",".522",".065","3.4","12.5","8.2","5.8","1.0","1.5","6.3","12.8","1.4","1.1","2.5",".133","-0.2","0.4","0.2","0.5"
"Matt Carroll","SG",32,"463","1","6","CHA",0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,1,0,0,0,1,0,"","2.9","","","","0.0","0.0","0.0","23.4","0.0","0.0","","0.0","0.0","0.0","0.0",".029","-6.8","-3.2","-10.0","0.0"
"Maurice Harkless","SF",19,"168","76","1974","ORL",59,260,564,0.461,32,117,0.274,228,447,0.51,0.489,73,128,0.57,122,213,335,50,88,62,69,144,625,"","12.5",".504",".207",".227","7.0","12.2","9.6","3.9","2.3","2.4","10.0","15.9","0.7","1.7","2.4",".059","-1.6","0.3","-1.3","0.4"
"Metta World Peace","SF",33,"87","75","2530","LAL",66,332,824,0.403,141,412,0.342,191,412,0.464,0.488,124,169,0.734,101,271,372,112,122,42,98,198,929,"","12.5",".517",".500",".205","4.5","11.5","8.1","6.9","2.5","1.2","9.8","17.5","1.9","2.6","4.6",".086","-0.5","0.9","0.4","1.5"
"Meyers Leonard","C",20,"243","69","1206","POR",9,151,277,0.545,3,7,0.429,148,270,0.548,0.551,72,89,0.809,80,175,255,33,11,38,49,168,377,"","12.1",".596",".025",".321","7.6","17.1","12.3","4.3","0.5","2.4","13.4","13.9","1.8","0.7","2.4",".097","-2.7","-0.6","-3.3","-0.4"
"Michael Beasley","SF",24,"128","75","1554","PHO",20,310,766,0.405,45,144,0.313,265,622,0.426,0.434,94,126,0.746,52,230,282,111,31,34,144,107,759,"","10.8",".462",".188",".164","3.7","17.2","10.3","12.5","1.0","1.6","14.9","27.6","-2.5","1.0","-1.5","-0.047","-2.7","-2.0","-4.7","-1.1"
"Michael Kidd-Gilchrist","SF",19,"144","78","2025","CHA",77,281,613,0.458,2,9,0.222,279,604,0.462,0.46,140,187,0.749,131,324,455,117,54,70,101,164,704,"ROY-8","14.0",".506",".015",".305","7.2","18.9","12.9","10.1","1.4","2.8","12.7","17.9","1.1","1.0","2.1",".051","-1.6","-0.9","-2.6","-0.3"
"Mickaël Gelabale","SF",29,"329","36","644","MIN",13,72,139,0.518,16,52,0.308,56,87,0.644,0.576,21,24,0.875,32,67,99,26,16,4,16,47,181,"","11.8",".605",".374",".173","5.5","12.3","8.8","6.4","1.3","0.5","9.7","11.5","1.0","0.5","1.5",".114","-0.6","0.4","-0.2","0.3"
"Mickaël Piétrus","SF",30,"378","19","386","TOR",16,34,98,0.347,20,64,0.313,14,34,0.412,0.449,12,18,0.667,5,31,36,9,12,6,16,33,100,"","6.0",".472",".653",".184","1.5","9.7","5.5","3.5","1.7","1.2","13.1","14.7","-0.3","0.2","0.0","-0.004","-3.8","-0.9","-4.8","-0.3"
"Mike Conley","PG",25,"46","80","2757","MEM",80,414,940,0.44,106,293,0.362,308,647,0.476,0.497,234,282,0.83,43,182,225,487,174,24,189,171,1168,"DPOY-21","18.3",".549",".312",".300","1.8","7.9","4.8","29.5","3.4","0.7","15.1","21.0","5.1","4.7","9.9",".172","2.3","2.3","4.6","4.6"
"Mike Dunleavy","SF",32,"123","75","1943","MIL",3,276,624,0.442,128,299,0.428,148,325,0.455,0.545,105,128,0.82,31,260,291,145,39,35,90,135,785,"","13.6",".577",".479",".205","1.7","14.9","8.0","11.5","1.0","1.3","11.7","17.3","2.7","1.7","4.4",".109","0.5","-0.2","0.4","1.2"
"Mike James","PG",37,"284","45","862","DAL",23,101,271,0.373,48,125,0.384,53,146,0.363,0.461,23,29,0.793,9,63,72,139,26,3,55,95,273,"","9.5",".481",".461",".107","1.2","8.0","4.7","23.7","1.5","0.3","16.2","17.9","0.0","0.5","0.4",".024","-2.5","-1.0","-3.5","-0.3"
"Mike Miller","SF",32,"280","59","900","MIA",17,100,231,0.433,73,175,0.417,27,56,0.482,0.591,8,11,0.727,18,139,157,99,21,4,35,63,281,"","13.5",".596",".758",".048","2.6","18.0","10.7","16.2","1.2","0.4","12.9","14.4","1.6","1.0","2.6",".137","1.8","-0.3","1.5","0.8"
"Mike Scott","PF",24,"326","40","376","ATL",1,70,147,0.476,0,1,0,70,146,0.479,0.476,43,56,0.768,39,71,110,12,4,2,21,32,183,"","16.3",".533",".007",".381","12.1","21.3","16.7","5.4","0.6","0.4","10.9","23.7","0.5","0.4","0.9",".110","-0.9","-2.6","-3.5","-0.1"
"Miles Plumlee","C",24,"442","14","55","IND",0,5,21,0.238,0,0,NA,5,21,0.238,0.238,3,4,0.75,12,10,22,2,0,3,3,5,13,"","8.8",".286",".000",".190","24.8","19.9","22.3","5.7","0.0","4.0","11.6","21.4","-0.1","0.1","0.0","-0.015","-5.0","-2.9","-7.8","-0.1"
"Mirza Teletović","PF",27,"322","53","499","BRK",0,71,185,0.384,37,108,0.343,34,77,0.442,0.484,9,11,0.818,33,62,95,23,13,8,20,53,188,"","12.3",".495",".584",".059","7.8","14.8","11.2","7.7","1.4","1.2","9.5","19.4","0.5","0.5","0.9",".087","-0.3","-1.0","-1.3","0.1"
"Mo Williams","PG",30,"179","46","1418","UTA",46,229,533,0.43,59,154,0.383,170,379,0.449,0.485,75,85,0.882,24,86,110,285,46,9,125,105,592,"","14.4",".519",".289",".159","2.0","7.2","4.5","33.2","1.7","0.5","18.0","22.3","1.2","0.7","1.8",".062","0.9","-1.7","-0.9","0.4"
"Monta Ellis","SG",27,"8","82","3076","MIL",82,597,1436,0.416,94,328,0.287,503,1108,0.454,0.448,289,374,0.773,45,271,316,496,169,36,254,164,1577,"","16.2",".493",".228",".260","1.5","9.8","5.5","27.1","2.8","0.9","13.7","26.3","1.2","3.3","4.6",".071","0.3","0.3","0.6","2.1"
"Nando De Colo","SG",25,"281","72","920","SAS",6,105,241,0.436,31,82,0.378,74,159,0.465,0.5,35,44,0.795,23,115,138,138,41,6,81,87,276,"","11.1",".530",".340",".183","3.1","13.7","8.7","21.6","2.3","0.5","23.7","17.1","0.0","1.4","1.3",".070","-2.4","1.2","-1.2","0.2"
"Nate Robinson","PG",28,"61","82","2086","CHI",23,399,921,0.433,141,348,0.405,258,573,0.45,0.51,135,169,0.799,29,155,184,358,85,10,144,207,1074,"6MOY-8","17.4",".540",".378",".183","1.6","8.6","5.1","31.4","2.2","0.4","12.6","25.1","3.5","2.4","5.9",".136","2.5","0.3","2.8","2.5"
"Nazr Mohammed","C",35,"337","63","693","CHI",12,66,180,0.367,0,2,0,66,178,0.371,0.367,34,47,0.723,73,122,195,26,21,32,24,97,166,"","10.8",".414",".011",".261","12.0","20.4","16.2","5.8","1.6","3.5","10.7","14.9","0.0","1.2","1.2",".082","-4.1","0.6","-3.6","-0.3"
"Nenê","PF",30,"126","61","1659","WAS",49,285,594,0.48,0,1,0,285,593,0.481,0.48,196,269,0.729,101,306,407,177,55,37,139,171,766,"","17.0",".538",".002",".453","6.7","20.6","13.6","19.0","1.7","1.8","16.3","23.4","1.3","2.7","4.0",".116","-0.4","1.7","1.3","1.3"
"Nick Collison","C",32,"231","81","1583","OKC",2,176,296,0.595,0,4,0,176,292,0.603,0.595,60,78,0.769,123,210,333,121,51,30,69,197,412,"","13.6",".624",".014",".264","9.6","14.2","12.1","11.3","1.7","1.4","17.3","11.5","3.2","2.1","5.2",".158","-0.2","1.1","0.9","1.2"
"Nick Young","SG",27,"167","59","1411","PHI",17,224,542,0.413,75,210,0.357,149,332,0.449,0.482,105,128,0.82,24,106,130,84,36,14,50,84,628,"","13.3",".525",".387",".236","1.9","8.7","5.2","9.7","1.3","0.8","7.7","21.2","1.4","1.0","2.3",".079","-0.1","-0.6","-0.7","0.5"
"Nicolas Batum","SF",24,"66","73","2807","POR",73,352,833,0.423,165,444,0.372,187,389,0.481,0.522,178,210,0.848,97,315,412,360,91,83,190,139,1047,"","15.7",".566",".533",".252","4.0","13.2","8.5","20.3","1.7","2.2","17.0","18.2","3.8","1.9","5.8",".099","2.3","0.5","2.8","3.4"
"Nikola Peković","C",27,"73","62","1959","MIN",62,385,741,0.52,0,0,NA,385,741,0.52,0.52,241,324,0.744,230,315,545,53,43,50,101,143,1011,"","20.2",".572",".000",".437","13.0","19.0","15.9","4.9","1.1","2.0","10.3","22.5","4.6","2.1","6.7",".163","1.7","-1.2","0.5","1.2"
"Nikola Vučević","C",22,"74","77","2559","ORL",77,461,889,0.519,0,3,0,461,886,0.52,0.519,86,126,0.683,273,644,917,143,61,79,141,218,1008,"","17.8",".534",".003",".142","12.0","28.4","20.2","9.3","1.2","2.4","13.0","19.3","2.8","2.9","5.7",".106","0.0","-0.5","-0.5","0.9"
"Nolan Smith","PG",24,"371","40","288","POR",0,42,114,0.368,6,28,0.214,36,86,0.419,0.395,20,28,0.714,7,20,27,35,7,1,29,26,110,"","7.1",".435",".246",".246","2.8","8.2","5.5","19.9","1.3","0.3","18.7","24.7","-0.6","0.1","-0.5","-0.082","-4.7","-2.3","-6.9","-0.4"
"Norris Cole","PG",24,"221","80","1590","MIA",4,179,425,0.421,35,98,0.357,144,327,0.44,0.462,52,80,0.65,18,112,130,164,57,7,104,155,445,"","7.9",".483",".231",".188","1.5","8.2","5.0","15.2","1.9","0.4","18.4","17.0","-0.8","1.4","0.6",".019","-4.3","-0.6","-4.9","-1.2"
"O.J. Mayo","SG",25,"36","82","2913","DAL",82,461,1026,0.449,142,349,0.407,319,677,0.471,0.519,191,233,0.82,36,255,291,361,93,23,210,195,1255,"","13.9",".556",".340",".227","1.4","9.6","5.6","19.4","1.6","0.6","15.7","20.9","2.3","1.8","4.2",".069","0.1","-0.6","-0.5","1.1"
"Ömer Aşık","C",26,"110","82","2464","HOU",82,332,614,0.541,0,1,0,332,613,0.542,0.541,168,299,0.562,275,681,956,75,46,87,173,223,832,"","14.9",".558",".002",".487","12.8","31.0","22.0","4.6","0.9","2.7","18.8","16.3","2.0","3.5","5.5",".108","-1.3","-0.3","-1.6","0.3"
"Omri Casspi","SF",24,"334","43","503","CLE",1,63,160,0.394,25,76,0.329,38,84,0.452,0.472,22,41,0.537,20,94,114,28,25,12,22,45,173,"","12.9",".486",".475",".256","4.4","22.7","13.1","8.8","2.6","1.9","11.0","17.7","0.1","0.6","0.7",".064","-0.8","0.7","-0.1","0.2"
"Orlando Johnson","SG",23,"313","51","619","IND",0,72,180,0.4,36,94,0.383,36,86,0.419,0.5,23,32,0.719,20,90,110,47,11,9,29,51,203,"","11.4",".523",".522",".178","3.7","15.9","9.9","12.5","0.9","1.1","13.0","16.4","0.5","1.0","1.5",".115","-0.5","0.7","0.2","0.3"
"P.J. Tucker","SG",27,"203","79","1910","PHO",45,210,444,0.473,22,70,0.314,188,374,0.503,0.498,64,86,0.744,132,218,350,109,62,19,67,145,506,"","11.6",".525",".158",".194","7.7","13.3","10.4","8.6","1.7","0.7","12.2","12.8","1.8","1.2","2.9",".074","-1.3","-0.1","-1.5","0.2"
"Pablo Prigioni","PG",35,"283","78","1263","NYK",18,100,220,0.455,53,134,0.396,47,86,0.547,0.575,22,25,0.88,41,102,143,236,69,2,86,127,275,"","13.0",".595",".609",".114","3.7","9.8","6.6","27.5","2.9","0.1","27.1","11.7","2.0","1.3","3.2",".123","-0.8","0.9","0.1","0.7"
"Patrick Beverley","PG",24,"302","41","713","HOU",0,79,189,0.418,36,96,0.375,43,93,0.462,0.513,34,41,0.829,45,64,109,117,37,21,44,83,228,"","15.4",".551",".508",".217","7.2","10.1","8.7","24.2","2.6","2.2","17.5","15.4","1.4","0.8","2.2",".148","1.7","2.1","3.8","1.0"
"Patrick Patterson","PF",23,"130","24","556","SAC",3,83,168,0.494,16,36,0.444,67,132,0.508,0.542,11,14,0.786,40,76,116,30,13,13,19,48,193,"","14.5",".554",".214",".083","8.1","16.1","12.0","8.6","1.2","1.8","9.8","15.4","0.9","0.2","1.0",".090","0.5","-1.1","-0.6","0.2"
"Patrick Patterson","PF",23,"130","47","1219","HOU",38,236,455,0.519,35,96,0.365,201,359,0.56,0.557,37,49,0.755,73,148,221,51,18,27,42,90,544,"","15.5",".571",".211",".108","6.9","13.6","10.3","7.0","0.7","1.7","8.1","18.6","2.2","0.8","3.0",".120","1.1","-0.9","0.2","0.7"
"Patty Mills","PG",24,"274","58","656","SAS",2,113,241,0.469,52,130,0.4,61,111,0.55,0.577,16,19,0.842,9,41,50,62,26,4,39,55,294,"","14.1",".590",".539",".079","1.7","6.8","4.4","14.9","2.0","0.4","13.5","20.2","0.7","0.8","1.5",".109","0.0","0.2","0.2","0.4"
"Pau Gasol","PF",32,"156","49","1655","LAL",42,270,579,0.466,8,28,0.286,262,551,0.475,0.473,125,178,0.702,111,310,421,200,24,61,104,93,673,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paul George","SF",22,"23","79","2972","IND",79,493,1176,0.419,170,469,0.362,323,707,0.457,0.491,221,274,0.807,88,515,603,327,143,51,233,227,1377,"DPOY-8,MIP-1,AS,NBA3","16.8",".531",".399",".233","3.4","19.0","11.3","19.6","2.6","1.3","15.2","23.5","2.7","6.3","9.0",".145","1.5","2.3","3.8","4.4"
