"Player","Pos","Age","Rk","G","MP","Team","GS","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Eric Bledsoe","PG",23,"164","76","1553","LAC",12,253,568,0.445,31,78,0.397,222,490,0.453,0.473,106,134,0.791,78,147,225,233,109,55,137,112,643,"","17.5",".513",".137",".236","6.1","11.1","8.6","23.5","3.7","3.0","17.9","22.5","1.1","2.6","3.7",".115","1.3","2.2","3.5","2.2"
"Eric Gordon","SG",24,"138","42","1264","NOH",40,235,584,0.402,56,173,0.324,179,411,0.436,0.45,187,222,0.842,10,67,77,137,45,8,117,75,713,"","15.4",".523",".296",".380","0.9","6.4","3.6","19.3","1.9","0.5","14.6","29.4","0.8","0.3","1.1",".042","0.6","-1.9","-1.3","0.2"
"Eric Maynor","PG",25,"275","37","391","OKC",0,36,115,0.313,15,46,0.326,21,69,0.304,0.378,17,21,0.81,5,13,18,73,10,0,31,19,104,"","7.5",".419",".400",".183","1.6","3.6","2.6","26.8","1.3","0.0","20.0","18.1","-0.3","0.2","0.0","-0.003","-2.5","-2.5","-5.0","-0.3"
"Eric Maynor","PG",25,"275","64","963","2TM",0,106,281,0.377,34,96,0.354,72,185,0.389,0.438,45,62,0.726,9,37,46,182,22,1,79,55,291,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Maynor","SG",25,"275","27","572","POR",0,70,166,0.422,19,50,0.38,51,116,0.44,0.479,28,41,0.683,4,24,28,109,12,1,48,36,187,"","10.6",".508",".301",".247","0.8","4.9","2.8","30.0","1.1","0.1","20.7","18.6","0.2","0.0","0.2",".016","-1.6","-2.7","-4.2","-0.3"
"Ersan İlyasova","PF",25,"80","73","2012","MIL",54,371,803,0.462,95,214,0.444,276,589,0.469,0.521,125,157,0.796,154,366,520,117,68,36,75,185,962,"","18.3",".552",".267",".196","7.9","20.3","13.9","9.6","1.7","1.3","7.9","20.5","4.1","2.5","6.7",".159","2.0","0.0","2.0","2.0"
"Evan Fournier","SG",20,"314","38","428","DEN",4,75,152,0.493,22,54,0.407,53,98,0.541,0.566,30,39,0.769,6,29,35,44,19,1,32,65,202,"","13.8",".597",".355",".257","1.6","7.4","4.6","15.5","2.2","0.2","15.9","20.4","0.7","0.3","1.0",".115","-1.3","0.0","-1.4","0.1"
"Evan Turner","SF",24,"56","82","2892","PHI",82,441,1053,0.419,58,159,0.365,383,894,0.428,0.446,154,208,0.74,56,461,517,354,71,17,187,197,1094,"","12.1",".478",".151",".198","2.1","18.5","10.1","19.7","1.3","0.5","14.0","21.2","-0.7","2.9","2.1",".035","-2.2","-0.2","-2.3","-0.3"
"Fab Melo","C",22,"453","6","36","BOS",0,3,6,0.5,0,0,NA,3,6,0.5,0.5,1,4,0.25,0,3,3,0,2,2,1,7,7,"","4.9",".451",".000",".667","0.0","9.6","4.9","0.0","2.9","4.4","11.4","11.5","0.0","0.1","0.0",".021","-8.3","0.7","-7.6","-0.1"
"Festus Ezeli","C",23,"321","78","1120","GSW",41,74,169,0.438,0,0,NA,74,169,0.438,0.438,43,81,0.531,141,172,313,22,23,74,63,157,191,"","9.3",".467",".000",".479","14.3","16.4","15.4","2.7","1.0","5.2","23.5","10.7","0.0","1.5","1.5",".066","-4.0","0.7","-3.4","-0.4"
"Francisco García","SF",31,"267","18","319","HOU",5,41,95,0.432,27,70,0.386,14,25,0.56,0.574,6,7,0.857,1,22,23,20,14,7,12,22,115,"","12.2",".586",".737",".074","0.4","7.7","4.1","9.5","2.2","1.7","10.9","15.1","0.4","0.3","0.7",".101","0.4","1.4","1.8","0.3"
"Francisco García","SF",31,"267","58","1029","2TM",20,118,300,0.393,67,179,0.374,51,121,0.421,0.505,18,21,0.857,8,83,91,63,46,38,32,88,321,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Francisco García","SG",31,"267","40","710","SAC",15,77,205,0.376,40,109,0.367,37,96,0.385,0.473,12,14,0.857,7,61,68,43,32,31,20,66,206,"","10.5",".488",".532",".068","1.1","10.1","5.5","9.0","2.3","3.4","8.7","14.5","0.2","0.4","0.6",".040","-1.1","0.6","-0.6","0.3"
"Garrett Temple","SG",26,"288","51","1156","WAS",36,105,258,0.407,26,80,0.325,79,178,0.444,0.457,26,37,0.703,29,94,123,115,50,17,61,94,262,"","8.8",".478",".310",".143","2.8","9.1","5.9","15.5","2.3","1.2","18.2","13.2","-0.3","1.5","1.2",".049","-3.8","1.5","-2.3","-0.1"
"Gary Neal","SG",28,"163","68","1484","SAS",17,246,597,0.412,89,251,0.355,157,346,0.454,0.487,64,74,0.865,13,130,143,129,30,2,69,93,645,"","11.5",".512",".420",".124","1.1","9.6","5.6","13.5","1.0","0.1","9.9","21.7","0.4","1.5","1.9",".060","-1.2","-0.9","-2.0","0.0"
"George Hill","PG",26,"60","76","2620","IND",76,386,871,0.443,130,353,0.368,256,518,0.494,0.518,174,213,0.817,47,237,284,355,81,26,116,134,1076,"","16.6",".558",".405",".245","2.0","9.9","6.0","23.4","1.6","0.7","10.7","18.8","5.9","3.8","9.7",".177","2.2","1.1","3.3","3.5"
"Gerald Green","SF",27,"226","60","1080","IND",7,155,424,0.366,59,188,0.314,96,236,0.407,0.435,52,65,0.8,31,110,141,50,19,23,53,64,421,"","9.9",".465",".443",".153","3.3","11.1","7.3","7.9","0.9","1.6","10.5","21.3","-0.3","1.5","1.3",".056","-1.6","-0.3","-1.9","0.0"
"Gerald Henderson","SG",25,"63","68","2133","CHA",58,382,855,0.447,33,100,0.33,349,755,0.462,0.466,258,313,0.824,55,195,250,177,68,34,108,149,1055,"","16.4",".531",".117",".366","2.9","10.8","6.7","15.6","1.7","1.3","9.8","23.5","2.9","0.3","3.3",".073","0.3","-1.4","-1.1","0.5"
"Gerald Wallace","SF",30,"195","69","2076","BRK",68,182,458,0.397,46,163,0.282,136,295,0.461,0.448,121,190,0.637,69,250,319,181,97,46,110,118,531,"","11.6",".490",".356",".415","3.9","14.3","9.1","13.3","2.5","1.7","16.9","14.5","0.6","2.5","3.1",".072","-1.2","1.8","0.7","1.3"
"Glen Davis","PF",27,"201","34","1064","ORL",33,214,478,0.448,0,2,0,214,476,0.45,0.448,84,117,0.718,55,191,246,70,32,21,64,88,512,"","15.0",".483",".004",".245","5.8","20.3","13.1","11.3","1.6","1.5","10.8","25.4","-0.1","0.9","0.8",".035","-1.6","-0.3","-1.9","0.0"
"Goran Dragić","PG",26,"50","77","2581","PHO",77,401,906,0.443,88,276,0.319,313,630,0.497,0.491,244,326,0.748,60,178,238,569,124,26,212,214,1134,"","17.5",".540",".305",".360","2.6","8.0","5.2","35.7","2.5","0.8","16.8","21.7","4.1","1.6","5.7",".106","1.7","-0.3","1.4","2.2"
"Gordon Hayward","SF",22,"72","72","2104","UTA",27,336,773,0.435,102,246,0.415,234,527,0.444,0.501,243,294,0.827,51,174,225,213,58,38,120,125,1017,"6MOY-14","16.8",".564",".318",".380","2.8","9.8","6.3","16.7","1.5","1.4","11.7","22.1","4.2","1.2","5.4",".123","2.5","-0.5","2.0","2.1"
"Grant Hill","SF",40,"385","29","437","LAC",0,38,98,0.388,3,11,0.273,35,87,0.402,0.403,14,24,0.583,6,43,49,26,11,7,25,39,93,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Monroe","C",22,"30","81","2687","DET",81,514,1058,0.486,0,4,0,514,1054,0.488,0.486,270,392,0.689,236,541,777,281,105,55,234,190,1298,"","19.5",".527",".004",".371","9.9","23.6","16.7","18.6","2.1","1.6","16.0","24.8","2.7","3.2","5.9",".105","1.5","0.4","1.8","2.6"
"Greg Smith","C",22,"227","70","1110","HOU",10,170,274,0.62,0,1,0,170,273,0.623,0.62,81,130,0.623,111,210,321,25,18,40,41,175,421,"","16.1",".636",".004",".474","11.5","21.2","16.4","3.5","0.8","2.7","11.0","14.7","2.8","1.2","4.0",".172","-0.6","0.0","-0.6","0.4"
"Greg Stiemsma","C",27,"270","76","1209","MIN",19,127,278,0.457,0,0,NA,127,278,0.457,0.457,53,69,0.768,61,200,261,30,44,90,59,184,307,"","10.5",".498",".000",".248","5.6","19.5","12.3","3.9","1.9","5.8","16.1","13.6","-0.3","2.0","1.7",".069","-5.1","2.3","-2.8","-0.3"
"Greivis Vásquez","PG",26,"58","78","2685","NOH",78,438,1012,0.433,83,243,0.342,355,769,0.462,0.474,124,154,0.805,43,294,337,704,66,6,247,190,1083,"","16.3",".502",".240",".152","1.9","13.3","7.5","44.9","1.3","0.2","18.6","23.0","3.0","0.7","3.8",".067","1.6","-1.9","-0.4","1.1"
"Gustavo Ayón","C",27,"312","12","163","MIL",0,25,42,0.595,0,0,NA,25,42,0.595,0.595,1,12,0.083,20,39,59,12,9,4,9,24,51,"","16.6",".539",".000",".286","12.7","26.7","19.4","11.6","2.8","1.8","16.0","15.0","0.1","0.3","0.4",".132","-1.8","1.4","-0.5","0.1"
"Gustavo Ayón","C",27,"312","43","571","ORL",3,67,125,0.536,0,0,NA,67,125,0.536,0.536,19,38,0.5,40,100,140,59,13,13,38,83,153,"","11.7",".540",".000",".304","7.9","19.8","13.8","15.5","1.2","1.8","21.1","14.3","0.3","0.5","0.7",".061","-3.3","1.3","-2.0","0.0"
"Hakim Warrick","PF",30,"320","1","7","NOH",0,1,2,0.5,0,0,NA,1,2,0.5,0.5,2,2,1,0,0,0,0,1,0,0,0,4,"","28.8",".694",".000","1.000","0.0","0.0","0.0","0.0","7.7","0.0","0.0","19.1","0.0","0.0","0.1",".353","6.7","7.3","14.0","0.0"
"Hakim Warrick","PF",30,"320","27","482","CHA",14,66,163,0.405,0,3,0,66,160,0.413,0.405,58,86,0.674,21,68,89,25,12,6,29,37,190,"","11.3",".473",".018",".528","4.8","16.6","10.6","9.0","1.3","1.0","12.6","21.7","-0.2","0.1","-0.1","-0.007","-2.9","-2.2","-5.1","-0.4"
"Hamed Haddadi","C",27,"390","13","87","MEM",0,7,21,0.333,0,0,NA,7,21,0.333,0.333,1,2,0.5,10,14,24,4,1,6,4,15,15,"","7.4",".343",".000",".095","13.3","19.4","16.3","6.9","0.6","5.7","15.5","13.7","-0.1","0.2","0.1",".039","-6.1","0.8","-5.3","-0.1"
"Hamed Haddadi","C",27,"390","17","235","PHO",0,28,61,0.459,0,0,NA,28,61,0.459,0.459,13,25,0.52,33,54,87,8,5,21,27,45,69,"","11.2",".479",".000",".410","15.6","26.7","21.0","5.2","1.1","6.7","27.3","18.7","-0.4","0.4","0.0",".000","-6.7","0.2","-6.5","-0.3"
"Harrison Barnes","SF",20,"129","81","2058","GSW",81,276,628,0.439,52,145,0.359,224,483,0.464,0.481,144,190,0.758,53,280,333,98,52,14,101,140,748,"ROY-6","11.0",".526",".231",".303","2.9","14.5","8.9","7.3","1.3","0.5","12.4","17.7","0.9","1.9","2.8",".065","-1.6","-0.1","-1.7","0.1"
"Hasheem Thabeet","C",25,"340","66","770","OKC",4,64,106,0.604,0,0,NA,64,106,0.604,0.604,32,53,0.604,69,126,195,11,30,60,41,148,160,"","11.6",".619",".000",".500","11.1","17.5","14.5","2.0","2.0","5.9","24.1","10.1","0.7","1.5","2.2",".134","-3.9","2.4","-1.5","0.1"
"Hedo Türkoğlu","SF",33,"421","11","189","ORL",1,14,53,0.264,1,24,0.042,13,29,0.448,0.274,3,6,0.5,4,22,26,23,7,1,12,11,32,"","3.4",".288",".453",".113","2.4","13.2","7.8","17.2","1.9","0.4","17.7","16.3","-0.6","0.1","-0.5","-0.116","-7.5","-0.7","-8.2","-0.3"
"Henry Sims","C",22,"457","2","5","NOH",0,2,3,0.667,0,0,NA,2,3,0.667,0.667,0,0,NA,2,0,2,0,0,0,1,1,4,"","29.2",".667",".000",".000","46.8","0.0","23.8","0.0","0.0","0.0","25.0","37.2","0.0","0.0","0.0",".061","5.2","-6.4","-1.2","0.0"
"Ian Mahinmi","C",26,"232","80","1322","IND",2,149,329,0.453,0,2,0,149,327,0.456,0.453,104,171,0.608,115,196,311,27,39,66,92,201,402,"","10.6",".497",".006",".520","9.9","16.2","13.1","3.3","1.6","3.7","18.5","17.1","-0.4","2.6","2.3",".083","-4.7","1.4","-3.4","-0.5"
"Iman Shumpert","SG",22,"272","45","996","NYK",45,109,275,0.396,51,127,0.402,58,148,0.392,0.489,36,47,0.766,31,105,136,75,43,7,37,99,305,"","11.7",".516",".462",".171","3.5","12.8","8.0","11.6","2.3","0.6","11.1","15.6","1.0","1.0","1.9",".094","-0.8","0.7","-0.1","0.5"
"Isaiah Thomas","PG",23,"53","79","2122","SAC",62,366,832,0.44,115,321,0.358,251,511,0.491,0.509,253,287,0.882,29,132,161,316,67,3,140,167,1100,"","17.5",".574",".386",".345","1.5","7.3","4.4","24.6","1.6","0.1","12.7","23.0","5.2","-0.1","5.0",".114","2.5","-2.0","0.5","1.3"
"Ish Smith","PG",24,"362","16","138","MIL",0,17,43,0.395,4,10,0.4,13,33,0.394,0.442,0,0,NA,1,14,15,30,8,3,10,12,38,"","12.1",".442",".233",".000","0.8","11.3","5.8","32.7","2.9","1.6","18.9","16.7","0.0","0.2","0.1",".049","-3.0","1.8","-1.2","0.0"
"Ish Smith","PG",24,"362","36","378","ORL",3,39,116,0.336,4,17,0.235,35,99,0.354,0.353,3,7,0.429,11,35,46,57,13,6,27,14,85,"","7.2",".357",".147",".060","3.3","10.5","6.9","22.2","1.8","1.2","18.5","17.6","-0.8","0.2","-0.6","-0.073","-4.5","-0.7","-5.2","-0.3"
"Ivan Johnson","PF",28,"218","69","1035","ATL",5,185,356,0.52,1,13,0.077,184,343,0.536,0.521,81,131,0.618,76,190,266,46,56,14,71,131,452,"","15.7",".546",".037",".368","8.5","20.7","14.7","7.4","2.8","1.0","14.7","21.7","0.6","1.7","2.3",".106","-2.3","0.7","-1.6","0.1"
"J.J. Barea","PG",28,"109","74","1713","MIN",2,316,758,0.417,97,280,0.346,219,478,0.458,0.481,105,134,0.784,34,173,207,294,32,0,145,131,834,"","14.1",".510",".369",".177","2.2","11.9","6.9","30.6","1.0","0.0","15.1","25.1","0.8","1.0","1.9",".053","0.7","-1.3","-0.6","0.6"
"J.J. Hickson","C",24,"71","80","2323","POR",80,418,744,0.562,0,2,0,418,742,0.563,0.562,182,268,0.679,266,562,828,88,48,51,145,160,1018,"","19.7",".591",".003",".360","13.2","28.5","20.7","6.6","1.1","1.7","14.4","19.9","4.6","2.3","6.9",".142","1.3","-1.1","0.2","1.3"
"J.R. Smith","SG",27,"16","80","2678","NYK",0,527,1249,0.422,155,436,0.356,372,813,0.458,0.484,237,311,0.762,64,361,425,218,100,24,134,226,1446,"6MOY-1","17.6",".522",".349",".249","2.7","16.3","9.3","14.5","2.0","0.8","8.8","26.5","4.0","2.7","6.7",".120","1.6","-0.4","1.3","2.2"
"Jae Crowder","SF",22,"237","78","1353","DAL",16,141,367,0.384,63,192,0.328,78,175,0.446,0.47,47,73,0.644,35,152,187,94,63,17,49,128,392,"","10.2",".491",".523",".199","2.9","12.3","7.7","10.0","2.4","1.0","10.9","15.1","0.2","1.3","1.5",".055","-1.9","0.9","-1.0","0.3"
"Jamaal Tinsley","PG",34,"301","66","1221","UTA",32,86,234,0.368,39,127,0.307,47,107,0.439,0.451,18,26,0.692,17,98,115,290,64,14,106,106,229,"","10.6",".467",".543",".111","1.6","9.5","5.5","34.1","2.8","0.9","30.2","13.1","-0.2","1.0","0.9",".035","-1.8","0.3","-1.5","0.2"
"Jamal Crawford","SG",32,"35","76","2230","LAC",0,445,1016,0.438,149,396,0.376,296,620,0.477,0.511,216,248,0.871,22,106,128,193,79,13,146,71,1255,"6MOY-2","16.8",".558",".390",".244","1.2","5.6","3.4","14.4","1.9","0.5","11.5","26.0","3.7","1.7","5.4",".116","2.3","-1.3","1.0","1.7"
"Jameer Nelson","PG",30,"113","56","1977","ORL",56,306,780,0.392,121,355,0.341,185,425,0.435,0.47,89,102,0.873,23,186,209,413,71,6,154,161,822,"","14.4",".498",".455",".131","1.3","10.6","6.0","33.3","1.9","0.2","15.7","22.5","1.1","1.0","2.1",".050","0.1","-1.3","-1.2","0.4"
"James Anderson","SF",23,"344","10","94","SAS",0,11,25,0.44,5,11,0.455,6,14,0.429,0.54,7,9,0.778,3,11,14,9,3,2,7,7,34,"","13.0",".587",".440",".360","3.9","12.8","8.6","13.9","1.6","1.5","19.5","17.6","0.1","0.1","0.2",".109","-0.4","0.8","0.4","0.1"
"James Anderson","SG",23,"344","29","307","HOU",2,41,101,0.406,16,49,0.327,25,52,0.481,0.485,17,19,0.895,15,43,58,33,12,3,18,18,115,"","14.2",".526",".485",".188","5.6","15.7","10.7","16.4","2.0","0.7","14.1","18.1","0.4","0.3","0.7",".105","0.7","0.4","1.2","0.2"
"James Anderson","SG",23,"344","39","401","2TM",2,52,126,0.413,21,60,0.35,31,66,0.47,0.496,24,28,0.857,18,54,72,42,15,5,25,25,149,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James Harden","SG",23,"4","78","2985","HOU",78,585,1337,0.438,179,486,0.368,406,851,0.477,0.504,674,792,0.851,62,317,379,455,142,38,295,178,2023,"MVP-8,AS,NBA3","22.9",".600",".364",".592","2.4","11.9","7.2","25.7","2.4","1.0","14.9","29.0","9.8","3.0","12.8",".206","5.2","0.5","5.6","5.8"
"James Johnson","SF",25,"282","54","878","SAC",11,117,283,0.413,2,21,0.095,115,262,0.439,0.417,40,67,0.597,49,96,145,58,41,50,68,99,276,"","10.2",".442",".074",".237","6.2","12.9","9.5","10.2","2.4","4.5","17.9","19.3","-1.1","0.6","-0.5","-0.028","-3.9","0.3","-3.5","-0.3"
"James Jones","SF",32,"402","38","221","MIA",0,21,61,0.344,16,53,0.302,5,8,0.625,0.475,2,4,0.5,0,22,22,13,2,6,3,16,60,"","8.1",".478",".869",".066","0.0","11.6","6.1","8.4","0.5","2.2","4.6","14.2","0.1","0.2","0.2",".054","-2.0","-1.0","-3.0","-0.1"
"James White","SF",30,"360","57","435","NYK",16,50,116,0.431,14,41,0.341,36,75,0.48,0.491,11,19,0.579,5,43,48,29,13,4,17,44,125,"","9.1",".503",".353",".164","1.3","12.0","6.5","10.3","1.6","0.8","12.0","15.2","0.1","0.3","0.5",".051","-3.3","0.2","-3.1","-0.1"
"Jan Veselý","PF",22,"358","51","601","WAS",4,57,114,0.5,0,1,0,57,113,0.504,0.5,12,39,0.308,43,79,122,28,15,17,27,107,126,"","7.6",".480",".009",".342","7.9","14.7","11.3","7.3","1.3","2.2","17.1","12.0","-0.1","0.8","0.7",".059","-5.6","1.0","-4.7","-0.4"
"Jannero Pargo","PG",33,"310","18","292","CHA",0,57,142,0.401,29,76,0.382,28,66,0.424,0.504,8,9,0.889,9,13,22,34,15,2,28,26,151,"","14.1",".517",".535",".063","3.4","5.2","4.3","22.5","2.7","0.6","16.1","27.1","-0.1","0.0","0.0","-0.001","0.6","-2.5","-1.9","0.0"
"Jannero Pargo","PG",33,"310","7","102","WAS",0,8,32,0.25,3,20,0.15,5,12,0.417,0.297,2,2,1,0,6,6,14,0,1,8,8,21,"","0.2",".319",".625",".063","0.0","6.6","3.3","21.0","0.0","0.8","19.6","18.3","-0.3","0.1","-0.3","-0.129","-7.4","-3.0","-10.5","-0.2"
"Jannero Pargo","PG",33,"310","7","113","ATL",0,13,38,0.342,7,20,0.35,6,18,0.333,0.434,2,2,1,1,6,7,19,3,0,5,8,35,"","9.7",".450",".526",".053","1.0","6.0","3.5","25.4","1.4","0.0","11.4","18.0","0.0","0.1","0.1",".041","-2.0","-1.9","-3.9","0.0"
"Jared Cunningham","SG",21,"434","8","26","DAL",0,6,14,0.429,2,3,0.667,4,11,0.364,0.5,2,2,1,1,2,3,1,1,0,2,3,16,"","14.8",".538",".214",".143","4.4","8.4","6.4","6.8","2.0","0.0","11.8","29.6","0.0","0.0","0.0",".033","0.4","-1.9","-1.5","0.0"
"Jared Dudley","SF",27,"102","79","2170","PHO",50,313,669,0.468,106,271,0.391,207,398,0.52,0.547,129,162,0.796,79,166,245,203,75,8,101,128,861,"","14.9",".582",".405",".242","4.1","8.9","6.4","14.9","1.8","0.3","12.0","17.2","3.9","0.9","4.8",".106","1.0","-0.4","0.6","1.5"
"Jared Jeffries","PF",31,"410","38","350","POR",0,16,54,0.296,0,2,0,16,52,0.308,0.296,12,23,0.522,26,34,60,14,6,6,17,58,44,"","2.4",".343",".037",".426","8.5","11.4","10.0","5.6","0.9","1.3","21.0","10.6","-0.4","0.1","-0.3","-0.042","-6.8","-0.7","-7.4","-0.5"
"Jared Sullinger","PF",20,"286","45","892","BOS",5,111,225,0.493,1,5,0.2,110,220,0.5,0.496,47,63,0.746,92,172,264,35,22,22,29,154,270,"","13.5",".534",".022",".280","12.6","22.1","17.5","6.2","1.3","1.9","10.3","14.9","1.3","1.4","2.7",".146","-2.3","0.4","-1.9","0.0"
"Jarrett Jack","SG",29,"69","79","2349","GSW",4,387,857,0.452,82,203,0.404,305,654,0.466,0.499,167,198,0.843,21,222,243,439,60,11,157,134,1023,"6MOY-3","15.9",".542",".237",".231","1.0","10.1","5.7","29.9","1.3","0.4","14.3","21.0","3.9","1.8","5.6",".115","1.1","-0.6","0.5","1.4"
"Jarvis Varnado","PF",24,"452","5","18","BOS",0,2,4,0.5,0,0,NA,2,4,0.5,0.5,2,4,0.5,1,2,3,1,1,0,1,1,6,"","12.8",".521",".000","1.000","6.8","12.7","9.8","8.6","2.9","0.0","14.8","17.8","0.0","0.0","0.0",".083","-1.5","1.1","-0.4","0.0"
"Jarvis Varnado","PF",24,"452","8","40","MIA",0,1,3,0.333,0,0,NA,1,3,0.333,0.333,0,0,NA,1,5,6,2,0,2,5,9,2,"","-4.1",".333",".000",".000","3.3","14.6","9.2","6.5","0.0","4.1","62.5","9.6","-0.1","0.0","-0.1","-0.122","-13.0","-0.5","-13.5","-0.1"
"Jason Collins","C",34,"416","32","330","BOS",7,8,23,0.348,0,0,NA,8,23,0.348,0.348,21,30,0.7,21,31,52,6,10,6,16,74,37,"","3.0",".511",".000","1.304","7.8","10.8","9.3","2.5","1.6","1.4","30.7","7.5","-0.1","0.4","0.3",".049","-7.7","0.8","-7.0","-0.4"
"Jason Collins","C",34,"416","6","54","WAS",2,1,6,0.167,0,0,NA,1,6,0.167,0.167,2,2,1,1,7,8,2,2,4,2,11,4,"","2.9",".291",".000",".333","2.0","14.5","8.2","5.2","1.9","5.9","22.5","7.5","-0.1","0.1","0.0",".016","-8.9","3.7","-5.2","0.0"
"Jason Kidd","SG",39,"215","76","2043","NYK",48,152,409,0.372,114,325,0.351,38,84,0.452,0.511,40,48,0.833,50,273,323,249,125,25,76,125,458,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jason Maxiell","PF",29,"204","72","1789","DET",71,204,457,0.446,0,0,NA,204,457,0.446,0.446,90,145,0.621,135,274,409,54,32,95,81,172,498,"","11.3",".478",".000",".317","8.5","18.0","13.2","4.7","0.9","4.2","13.5","15.3","0.1","1.7","1.8",".047","-3.3","-0.1","-3.4","-0.6"
"Jason Richardson","SG",32,"255","33","936","PHI",33,135,336,0.402,57,167,0.341,78,169,0.462,0.487,20,33,0.606,19,108,127,51,40,15,26,57,347,"","12.6",".495",".497",".098","2.2","13.4","7.7","8.6","2.3","1.2","6.9","18.5","0.3","1.1","1.4",".070","-0.9","0.5","-0.5","0.4"
"Jason Smith","C",26,"228","51","876","NOH",0,167,341,0.49,0,4,0,167,337,0.496,0.49,86,102,0.843,64,122,186,34,15,45,55,123,420,"","16.8",".544",".012",".299","8.6","16.9","12.7","7.0","0.9","4.3","12.5","23.4","1.1","0.6","1.7",".095","-1.4","-0.3","-1.6","0.1"
"Jason Terry","SG",35,"119","79","2124","BOS",24,281,648,0.434,123,331,0.372,158,317,0.498,0.529,114,131,0.87,19,140,159,198,66,11,102,110,799,"","12.8",".566",".511",".202","1.1","7.6","4.4","14.9","1.6","0.4","12.6","18.0","2.1","1.9","4.0",".091","0.0","-0.2","-0.2","1.0"
"Jason Thompson","PF",26,"94","82","2285","SAC",81,374,745,0.502,0,3,0,374,742,0.504,0.502,143,206,0.694,172,377,549,84,48,61,101,227,891,"","14.6",".533",".004",".277","8.4","19.5","13.8","6.0","1.1","2.1","10.8","18.2","2.7","0.9","3.6",".075","-1.0","-1.6","-2.6","-0.3"
"JaVale McGee","C",25,"137","79","1433","DEN",0,303,527,0.575,1,1,1,302,526,0.574,0.576,110,186,0.591,158,223,381,24,30,157,90,184,717,"","20.7",".589",".002",".353","12.6","17.1","14.9","2.7","1.1","8.5","12.9","21.1","2.7","2.2","4.9",".163","0.4","1.2","1.6","1.3"
"Jeff Adrien","PF",26,"307","52","713","CHA",5,72,168,0.429,0,2,0,72,166,0.434,0.429,65,100,0.65,68,128,196,36,18,27,32,80,209,"","13.4",".493",".012",".595","10.6","21.2","15.7","8.3","1.3","3.1","13.1","15.6","0.5","0.4","1.0",".064","-2.1","-0.9","-3.0","-0.2"
"Jeff Ayres","PF",25,"348","37","369","IND",0,61,126,0.484,2,4,0.5,59,122,0.484,0.492,21,23,0.913,29,75,104,15,6,12,23,44,145,"","14.5",".533",".032",".183","8.9","22.2","15.7","7.2","0.9","2.4","14.5","19.7","0.3","0.7","1.0",".129","-1.9","0.9","-1.0","0.1"
"Jeff Green","PF",26,"68","81","2252","BOS",17,376,806,0.467,70,182,0.385,306,624,0.49,0.51,214,265,0.808,55,263,318,128,56,68,132,175,1036,"","15.0",".561",".226",".329","3.0","13.4","8.3","9.6","1.3","2.4","12.5","22.2","1.9","2.8","4.7",".099","-0.2","-0.1","-0.3","1.0"
"Jeff Taylor","SF",23,"210","77","1507","CHA",29,172,399,0.431,53,154,0.344,119,245,0.486,0.497,75,103,0.728,51,99,150,63,47,15,48,136,472,"","10.3",".531",".386",".258","3.8","7.7","5.7","7.0","1.6","0.8","9.7","14.9","1.2","0.0","1.2",".039","-2.1","-1.5","-3.6","-0.6"
"Jeff Teague","PG",24,"47","80","2628","ATL",78,439,974,0.451,89,248,0.359,350,726,0.482,0.496,199,226,0.881,25,155,180,579,117,28,230,181,1166,"","16.8",".543",".255",".232","1.1","6.7","3.9","36.1","2.3","0.8","17.6","23.0","3.5","2.6","6.1",".111","0.9","-0.6","0.3","1.5"
"Jeremy Evans","PF",25,"396","37","215","UTA",0,27,44,0.614,0,1,0,27,43,0.628,0.614,21,33,0.636,26,32,58,11,8,13,8,30,75,"","19.9",".641",".023",".750","14.0","17.6","15.8","8.0","2.0","4.8","12.0","14.1","0.7","0.3","0.9",".208","0.9","1.3","2.2","0.2"
"Jeremy Lamb","SF",20,"398","23","147","OKC",0,24,68,0.353,9,30,0.3,15,38,0.395,0.419,14,14,1,5,13,18,5,2,2,6,13,71,"","11.2",".479",".441",".206","4.2","9.4","7.0","5.4","0.7","1.0","7.5","24.8","0.1","0.1","0.2",".058","-2.7","-2.7","-5.4","-0.1"
"Jeremy Lin","PG",24,"55","82","2640","HOU",82,396,897,0.441,87,257,0.339,309,640,0.483,0.49,216,275,0.785,32,215,247,497,134,29,236,205,1095,"","14.9",".538",".287",".307","1.4","9.1","5.3","29.4","2.5","0.8","18.8","20.8","3.0","2.5","5.4",".099","-0.1","0.4","0.3","1.5"
